repo,bugfix_commit,bugfix_file,bugfix_parent,bugfix_subject,bugfix_suffix,bugfix_directory_depth,bugfix_subsystem_key,bugfix_top_level_key,bugfix_size_bytes,bugfix_loc,bugfix_prior_touches_total,bugfix_prior_touches_365d,bugfix_total_churn,bugfix_churn_365d,bugfix_file_age_days,bugfix_composite,bugfix_ci_gzip,bugfix_entropy,bugfix_cc_density,bugfix_halstead
nginx,f540602ad217bce65d311546337200e915cf2676,src/event/ngx_event_quic.c,35878c37968db98fedf7eac0cfedf24785b1d32f,Fixed build with OpenSSL using old callbacks API.,.c,2,src/event,src,63681,1800,110,110,11412,11412,40.83179398148148,0.27909556204928204,0.18231497620954445,0.682874108033097,0.1388888888888889,0.08765169465649994
openssh,07f2c7f34951c04d2cd796ac6c80e47c56c4969e,sftp-client.c,b7fbc75e119170f4d15c94a7fda4a1050e0871d6,upstream: fix memory leak in error path; bz#3074 patch from,.c,0,<root>,<root>,51988,1631,148,4,4851,73,6815.6762384259255,0.3098017309377541,0.2027583288451181,0.6689607460554289,0.2544451256897609,0.07142455176661233
openssh,0f5d19e6fe4b58a89e6dc8c71a2aae30365d193e,loginrec.c,e03239f999acf9dc3da0f2f72bde36abbe678911,fix utmpx ifdef,.c,0,<root>,<root>,41617,1393,106,1,5005,89,8878.46675925926,0.30270489065869893,0.2717399139774611,0.702760142130573,0.11557788944723618,0.04136279290241731
openssh,10dce8ff68ef615362cfcab0c0cc33ce524e7682,readpass.c,d5a0cd4fc430c8eda213a4010a612d4778867cd9,upstream: unbreak; missing NULL check,.c,0,<root>,<root>,8445,292,65,12,1290,269,7683.817708333333,0.37537938777042634,0.38069863824748373,0.7620681997863238,0.21232876712328766,0.0
openssh,14beca57ac92d62830c42444c26ba861812dc837,packet.c,598c3a5e3885080ced0d7c40fde00f1d5cdbb32b,upstream: backout 1.293 fix kex mem-leak in ssh_packet_close at markus,.c,0,<root>,<root>,73632,2299,305,9,12021,90,7549.278287037037,0.32001022726521783,0.24505649717514125,0.6608605187279918,0.22053066550674205,0.12431739834729516
openssh,1c1124dc901fca1ea2cb762044b8f1a5793a2bed,readconf.c,8ba2d4764bb6a4701cd447d8b52604622ffe65f4,upstream: don't leak arg2 on parse_pubkey_algos error path; ok,.c,0,<root>,<root>,99965,3080,362,9,9747,157,8556.034652777778,0.32000702932503,0.23418196368729055,0.6507372619831632,0.2327922077922078,0.1539158811108031
openssh,1ff38f34b4c4545eb28106629cafa1e0496bc726,auth-pam.c,cb37e2f0c0ca4fef844ed7edc5d0e3b7d0e83f6a,Fix memory leak in error path.,.c,0,<root>,<root>,37244,1197,182,3,4476,11,7917.981527777778,0.32006944388940234,0.2650628289120395,0.7063608167008962,0.1846282372598162,0.05038257379957507
openssh,23490a6c970ea1d03581a3b4208f2eb7a675f453,ssh-pkcs11.c,b6dd3277f2c49f9584a2097bc792e8f480397e87,fix previous test,.c,0,<root>,<root>,43986,1447,47,19,2731,1712,3265.239363425926,0.30012019613447055,0.22875460373755285,0.7000626812644444,0.1465100207325501,0.07879025593914317
openssh,2519110659a1efac6c976895a86659d1b341c91b,match.c,3b9ceaad7ad63c1c03c2a89e148340ad3a62a482,upstream: match_user() shouldn't be called with user==NULL unless,.c,0,<root>,<root>,9784,289,50,0,818,0,8561.989270833334,0.375568068239093,0.3726492232215863,0.7816794400846826,0.20761245674740483,0.0
openssh,31f1ee54968ad84eb32375e4412e0318766b586b,ssh.c,a6134b02b5264b2611c8beae98bb392329452bba,upstream: initialize cname in case ai_canonname is NULL or too,.c,0,<root>,<root>,66350,1933,521,20,11530,204,7442.938043981481,0.3447192191930321,0.2807686510926903,0.6910267219014614,0.23693740300051733,0.12526654324502484
openssh,416287d45fcde0a8e66eee8b99aa73bd58607588,monitor_wrap.c,7aab109b8b90a353c1af780524f1ac0d3af47bab,Fix sshbuf_new error path in skey.,.c,0,<root>,<root>,29609,879,131,17,4881,787,5963.932905092593,0.2918485476236825,0.20676145766489917,0.660263915170083,0.20022753128555176,0.04051414631363439
openssh,58c819096a2167983e55ae686486ce317b69b2d1,clientloop.c,0facae7bc8d3f8f9d02d0f6bed3d163ff7f39806,upstream: Prevent possible null pointer deref of ip_str in debug.,.c,0,<root>,<root>,72463,2066,328,17,11214,233,7403.242418981482,0.3406270457403724,0.27674813353021543,0.6808297074142758,0.22991287512100678,0.13641346550080513
openssh,599f01142a376645b15cbc9349d7e8975e1cf245,myproposal.h,0c2a81dfc21822f2423edd30751e5ec53467b347,"fix merge botch that left "",,"" in KEX algs",.h,0,<root>,<root>,5632,173,54,6,546,58,5531.229606481482,0.295908626948108,0.2919034090909091,0.7703494261231377,0.005780346820809248,0.0
openssh,5ef4b0fdcc7a239577a754829b50022b91ab4712,auth-pam.c,696d12683c90d20a0a9c5f4275fc916b7011fb04,avoid FreeBSD RCS Id in comment,.c,0,<root>,<root>,31525,1045,149,1,3863,4,5880.8171180555555,0.3167006327328684,0.26997620935765265,0.720435392795161,0.1598086124401914,0.03353903546939243
openssh,5f25afe5216ba7f8921e04f79aa4ca0624eca820,auth-options.c,ff2acca039aef16a15fce409163df404858f7aa5,upstream: fix null-deref on calloc failure; ok djm,.c,0,<root>,<root>,23134,759,92,9,3813,130,7207.890810185185,0.3271790402984463,0.24656349961096222,0.7036422337642809,0.27009222661396576,0.0
openssh,67b7c784769c74fd4d6b147d91e17e1ac1a8a96d,auth.c,d571314d14b919fbd7c84a61f9bf2065fc0a6841,"upstream: Check sshauthopt_new() for NULL. bz#3425, from",.c,0,<root>,<root>,28253,856,223,6,5157,104,8061.431018518519,0.35564986822175526,0.3224790287757052,0.7280661928922472,0.21845794392523366,0.06220518194563755
openssh,6c2039286f503e2012a58a1d109e389016e7a99b,ssh-agent.c,111dfb225478a76f89ecbcd31e96eaf1311b59d3,fix merge both that broke --without-ssh1 compile,.c,0,<root>,<root>,34814,1214,221,16,6189,691,5606.754224537037,0.33916674163637045,0.28126615729304305,0.6966241932363074,0.23064250411861614,0.07944158663501052
openssh,6c31ba10e97b6953c4f325f526f3e846dfea647a,sshconnect2.c,486c4dc3b83b4b67d663fb0fa62bc24138ec3946,upstream: Don't leak the strings allocated by order_hostkeyalgs(),.c,0,<root>,<root>,66826,2031,352,9,10406,129,8097.5723148148145,0.3266797879245184,0.2554245353604884,0.6665555405936752,0.224027572624323,0.12479275134435852
openssh,7d25b37fb2a5ff4dadabcbdac6087a97479434f5,ssh-sk.c,f5ba85daddfc2da6a8dab6038269e02c0695be44,fix possible NULL deref when built without FIDO,.c,0,<root>,<root>,22855,780,41,4,1582,110,966.2086805555556,0.3064922212227727,0.23950995405819295,0.7230223265999689,0.17692307692307693,0.0
openssh,803e22eabd3ba75485eedd8b7b44d6ace79f2052,kex.c,e706bca324a70f68dadfd0ec69edfdd486eed23a,upstream: fix regression in OpenSSH 9.4 (mux.c r1.99) that caused,.c,0,<root>,<root>,38785,1311,195,6,5621,86,8535.891458333334,0.3318828208817247,0.2756478019853036,0.6927435647091905,0.2143401983218917,0.07846348455575214
openssh,945bf52c3c815d95b1e842ebf6c910c3524bd5bb,openbsd-compat/bsd-openpty.c,84226b447d45fe4542613de68c2ca59a890d7c01,Fix a couple of mysig_t leftovers.,.c,1,openbsd-compat,openbsd-compat,5250,157,14,2,306,13,5846.1663078703705,0.3864916445831403,0.428,0.800358651934826,0.1464968152866242,0.0
openssh,97370f6c2c3b825f8c577b7e6c00b1a98d30a6cf,ssh-pkcs11.c,633703babf8d9a88da85f23b800e1b88dec7cdbd,Fix building w/out ECC.,.c,0,<root>,<root>,46326,1528,53,24,2929,1905,3381.1068171296297,0.29974030872771684,0.22613651081466132,0.6973425263085397,0.14921465968586387,0.08201789624151878
openssh,a393759f9693a08a7fba18d4824b74f2dda1fe3d,loginrec.c,15fe1ceb29760d72398c6ac7df5a403416cba207,Fix ut_type for btmp records,.c,0,<root>,<root>,42612,1443,116,6,5141,52,9380.040358796296,0.3028468349442147,0.270698394818361,0.700780798522511,0.11711711711711711,0.04594316186372964
openssh,ad38ec5f1b6768944d64ed7709da8706538b5509,misc-agent.c,5f761cdb2331a12318bde24db5ca84ee144a51d1,upstream: fix leak on error path; Coverity CID 481976,.c,0,<root>,<root>,9076,309,9,9,396,396,50.22462962962963,0.3599309368556235,0.378250330542089,0.7643426791047571,0.15210355987055016,0.0
openssh,c3da05d95922f5550bcc7815e799474d6a160175,sftp.c,13ae327eae598b1043e5ec30e4b170edb3c898a5,upstream: Plug potential mem leak in process_put.,.c,0,<root>,<root>,64888,2292,249,18,6220,314,8087.543229166667,0.32403047337702895,0.28080692886203923,0.6841558552059638,0.1806282722513089,0.09395792143146924
openssh,c47e1c9c7911f38b2fc2fb01b1f6ae3a3121a838,channels.c,242742827fea4508e68097c128e802edc79addb5,upstream: fix memory leak in mux proxy mode when requesting forwarding.,.c,0,<root>,<root>,149514,4593,442,9,23601,206,8896.972743055556,0.3238337673951679,0.23199165295557606,0.6428701207297487,0.24580883953842805,0.17665289085988647
openssh,e3fa20e2e58fdc88a0e842358778f2de448b771b,sshd.c,b7548b12a6b2b4abf4d057192c353147e0abba08,avoid -Wsign-compare warning in argv copying,.c,0,<root>,<root>,59841,1809,528,19,21028,281,6571.07130787037,0.35062435952921933,0.31206029311007505,0.6951908701785969,0.205085682697623,0.1422064766172813
openssh,ea9af2921cb6af8e65341531db3a7351917f0a92,ssh-pkcs11.c,e49013576074ccd2d7ae75fb824170c739ce97a1,upstream: fix crash at exit (visible via ssh-keygen -D) when,.c,0,<root>,<root>,60527,1992,92,15,4458,957,5718.230150462963,0.3026708102288012,0.2253539742594214,0.6880146903968465,0.16214859437751003,0.10306671362469419
openssh,f59a94e22e46db2c23eddeb871aa9e8d93ab0016,ssh.c,281c79168edcc303abfd5bca983616eaa24c5f32,upstream: don't dereference NULL pointer when hashing jumphost,.c,0,<root>,<root>,72963,2092,600,20,12943,175,8750.969166666666,0.3433802791952796,0.2733029069528391,0.6837491498954951,0.2447418738049713,0.1357552004618084
openssh,f85b118d2150847cc333895296bc230e367be6b5,misc.c,ec1d50b01c84ff667240ed525f669454c4ebc8e9,upstream: Pass a NULL instead of zeroed out va_list from,.c,0,<root>,<root>,52520,2043,194,15,4189,469,7316.899988425926,0.31956908057770034,0.3089108910891089,0.6761336395415887,0.13901125795398922,0.08008998999203047
sqlite,15357aaf10261b1c71b8e0197c75e9030c86ef1a,src/loadext.c,49bf78685efba527a612ba2e80012a6ad81ebb16,Fix the initialization of the sqlite3Api&#91;&#93; constant to conform with the previous check-in.,.c,1,src,src,25488,843,150,6,1937,58,7171.934282407407,0.30673273633181297,0.27899403640929066,0.7238121453952335,0.0771055753262159,0.07615512324444787
sqlite,1be5689087a8095183f53df4592dfdc71cc90b89,src/main.c,c30e1a10ef988bf15d99a89fba35f816a07d947f,Avoid returning SQLITE_ERROR_RETRY if collation sequences associated with the table's PK cannot be found when creating an index. Possible fix for [forum:aa61ab56ad | forum post aa61ab56ad].,.c,1,src,src,168198,4516,1166,23,22404,221,9214.053043981481,0.30139973981744383,0.260841389314974,0.6545460113890817,0.10363153232949512,0.18376279331714046
sqlite,2953e950c8c8f62dc5710be3279b411b0cac5808,src/vdbeaux.c,8736da94bc460b8c38051f3ef3db7462b2df24d5,Fix display of P4_INDEX values in EXPLAIN output.,.c,1,src,src,183917,5129,1196,20,25125,622,8227.63537037037,0.3330210987119101,0.28921741872692575,0.6531800731491231,0.17196334568141938,0.2197216693110052
sqlite,31d4e56b297266828938dffda1eff6575a5614e3,src/util.c,530f536ce77d5eafe8e3d2ce4884b56450ee91ca,Fix a harmless compiler warning from MSVC.,.c,1,src,src,54500,1778,496,13,21086,3520,9394.914722222222,0.334365022226757,0.33710091743119264,0.6692583085152725,0.17604049493813273,0.06865005271832185
sqlite,323199b57eb046cd9d16bfc4909caeebe70915f7,ext/misc/fileio.c,67767084b6782de00d1409bf740f54525eba1ab4,Fix a memory leak in the fileio extension on windows.  Other changes to makefiles and similar to get zipfile testing working on Windows.,.c,2,ext/misc,ext,32909,1011,55,7,1894,210,4207.419236111111,0.3262063895891516,0.2934759488285879,0.7204488543113511,0.1533135509396637,0.0539158811108031
sqlite,34775b696b7c7a04b6b6fcc0e2c5e2e67652cea5,src/printf.c,d31039315817313dc1701b096d28d932a14bc884,Fix a syntax error in the tcl script part of [199b6567bb41cd].,.c,1,src,src,49202,1389,275,12,6248,314,9127.9,0.3045751457686234,0.27752936872484857,0.6887603505232545,0.15046796256299497,0.00821490413538708
sqlite,3ca448dee5085e8754f5934a6f472779910b7969,src/vdbeaux.c,3f2d7d4aaa9c2e1e2fd6b4ab8412361a9867a3ce,Fix harmless signed/unsigned compiler warnings.,.c,1,src,src,186031,5187,1202,26,25255,752,8228.627731481482,0.33331262119617916,0.2892743682504529,0.6532237559223476,0.17216117216117216,0.22106713437856218
sqlite,3f2d7d4aaa9c2e1e2fd6b4ab8412361a9867a3ce,src/vdbeaux.c,00989bcd9fbe76d084bbf8b04f0714d98a7c18bc,Fix some cases where integrity-check would fail to identify real values in indexed expressions that are with 2 ULPs of each other.,.c,1,src,src,185844,5184,1201,25,25229,726,8228.6209375,0.3332232464811799,0.28919954370332107,0.6533362473186051,0.1720679012345679,0.22070143201775316
sqlite,4ac766cc05f6fabdf1ab27027eb435c6fa781d22,src/main.c,73caea1764731beceaa8fc3a09f45c48b6e7750b,"Have sqlite3_set_errmsg() return SQLITE_MISUSE if a NULL db handle is passed to it, as documented.",.c,1,src,src,169392,4548,1172,21,22452,170,9295.848252314814,0.301162422851614,0.26034287333522244,0.6543429411215357,0.10334212840809147,0.18423503434138072
sqlite,4bace197e10f565b89b991c2da825da3d6d30946,src/sqliteInt.h,d271627f96ef59151f0bb4968b270a40488ff23b,Fix the cases in joinI.test on this branch.,.h,1,src,src,256530,5270,2407,51,21327,395,9217.08375,0.31148165873155337,0.29317818578723737,0.6303043522002328,0.03908918406072106,0.33014961949825494
sqlite,4ebf49168ab999672e4d1f1119996796727f0896,src/vdbeaux.c,c6b86ba2abcdf325496647519602c44f9b1af218,Fix a harmless compiler warning associated with flexarrays.,.c,1,src,src,178348,4990,1189,21,24754,301,8089.882824074074,0.3322590358485251,0.28841366317536504,0.6536385168018608,0.1713426853707415,0.2159871336778389
sqlite,5a7338651150a923b9c9e4d5e43325539480d0e1,src/fkey.c,cf93c517901aa0b5eb483f4922340c3027b3a179,Fix a harmless compiler warning.,.c,1,src,src,59574,1321,148,3,3290,25,6022.721296296297,0.3137881775146295,0.2661395910967872,0.7096310117088922,0.15897047691143074,0.049984588708320565
sqlite,9334b9f1b8dc0f8a1c6f1edfdeb0157f1ba1cc7b,src/main.c,c0160fa11a8d869b5694aa869a89f8cffeac4960,Fix calls to sqlite3_wal_checkpoint_v2(SQLITE_CHECKPOINT_NOOP) so that they do not return SQLITE_MISUSE.,.c,1,src,src,169680,4554,1176,24,22463,180,9326.860717592592,0.30125914835390166,0.26031353135313534,0.654307518428686,0.10342555994729907,0.18486229404293386
sqlite,974b8d7df00d9c539600c097e6e0819542779cec,src/vdbeaux.c,8f6b797a1b74aa6f8831171cb6c6db32c2682b03,Fix a problem with the merge at [cb604efdb40da95a].,.c,1,src,src,178739,4998,1186,21,24692,260,8059.0200115740745,0.33224454408527393,0.28835340916084345,0.6534545122493175,0.17126850740296118,0.21674181458317374
sqlite,990d861038768258588be00b3584d58108d12185,src/fkey.c,23e57bc7cd5768331899ba4003262788dc3ec0dd,Add new assert() statements to demonstrate that the complaint given in [forum:/forumpost/56ad8b632c|forum post 56ad8b632c] is not a real bug.,.c,1,src,src,59504,1317,146,1,3276,11,5990.959675925926,0.3140259655909368,0.2664862866361925,0.7094097217642967,0.15945330296127563,0.05038257379957507
sqlite,b2006499c799386849494829ca59ff4c4a645592,src/vdbeaux.c,d21413adcb1726f53a422d89e18298f048e44ffc,Fix a problem with the find-delete-key method on this branch.,.c,1,src,src,183080,5121,1192,16,24903,400,8226.818020833334,0.3322956287557968,0.2885022940790911,0.6531171841208402,0.17086506541691077,0.21836353814732182
sqlite,ba1ee803eede99b3eefae0dd6ec6d2dbce9817c6,src/sqliteInt.h,41549103acdbb8f003898119d9b916dfb0fb085e,Add experimental implementations of ALTER TABLE commands to add and drop CHECK and NOT NULL constraints.,.h,1,src,src,256684,5272,2411,50,21333,389,9252.023159722223,0.3114741915606722,0.2931581243864051,0.6302462764874285,0.039074355083459786,0.3303209948944776
sqlite,c2f7be11bb53aeb23746510b4be769cd86139096,src/date.c,1d592e0d62b36b4b8f77506ea4cdf313fd7432de,Fix harmless typo in a comment.,.c,1,src,src,49435,1691,212,3,5206,11,8002.295405092593,0.3179709495357505,0.28771113583493474,0.6829567569931573,0.16972205795387343,0.05584207132686636
sqlite,d06a0be514410d3c7953c927ce7322923f02f457,ext/misc/fileio.c,984e4468914b50bc77d1c1c931b913d93a9f6496,Fix a faulty error message in the ext/misc/fileio.c extension.,.c,2,ext/misc,ext,32910,1011,54,6,1892,208,4149.9771875,0.32622203374753805,0.29355818900030384,0.720395925433637,0.1533135509396637,0.0539158811108031
sqlite,faf1a259ccd9c32ff988a554f7c764069d61c6cc,src/os_unix.c,26d9b7b33ba1f4bb3eb02b9abd49e3958dba87a6,New assert()s help clarify constraints on xOpen method.,.c,1,src,src,295461,7485,865,32,48681,878,8965.896030092592,0.3161837208968622,0.2697445686571155,0.6416896179848581,0.156312625250501,0.21699250014423122
zlib,04afd39fcc753e2f1369cb471cb6592ea5946546,gzlib.c,2bd5bd78a6f76553c38ab3a37e5b08b6c5f1610a,Fix syntax error in gzlib.c.,.c,0,<root>,<root>,15548,465,27,27,885,885,190.62373842592592,0.33794709742614853,0.2738615899151016,0.7361361328019326,0.24086021505376345,0.0
zlib,51370f365607fe14a6a7a1a27b3bd29d788f5e5b,inftrees.c,10056909c00bca2684340856ce20272f3fd8fa43,Fix serious but very rare decompression bug in inftrees.c.,.c,0,<root>,<root>,13035,248,65,1,2156,4,528.0072800925926,0.35344942597950496,0.33003452243958575,0.7901766217199675,0.17338709677419356,0.0
zlib,562b823635fdcd26e44961f6bd213ae0c10be098,gzread.c,9702c9d64ee20f5efe4bc6b78820c84e81a99d2d,Fix indentation in gzread.c.,.c,0,<root>,<root>,20402,449,45,4,1682,121,5201.800648148148,0.34796896615145695,0.2595823938829527,0.7421738360334365,0.2962138084632517,0.0
zlib,5c42a230b7b468dff011f444161c0145b5efae59,zutil.h,04134633fa6f8a9ac87ffd4b2683ca61bd41acd6,Correct argument types for 64-bit combine functions.,.h,0,<root>,<root>,6704,192,72,5,1064,49,4537.7539004629625,0.39365216251910884,0.3779832935560859,0.7668968362339532,0.28125,0.0
zlib,60c31985ecdc2b40873564867e1ad2aef0b88697,deflate.h,ee474ff2d11715485a87b123edbdd615ba218b88,Fix the copy of pending_buf in deflateCopy() for the LIT_MEM case.,.h,0,<root>,<root>,13997,266,43,2,677,47,4509.037488425926,0.31751178886611986,0.34557405158248194,0.7812413730581885,0.015037593984962405,0.0
zlib,643e17b7498d12ab8d15565662880579692f769d,contrib/infback9/inftree9.h,15c45adb76e81a7e3a8a9e17b2a56eb90f668f44,Correct repeated words in source file comments and a readme.,.h,2,contrib/infback9,contrib,2889,49,19,1,355,6,4448.8805671296295,0.37434890656671443,0.4271374177916234,0.8725337881428922,0.02040816326530612,0.0
zlib,75143f819f14428f114ef69980af69071d65cbf9,zlib.h,7d45cf5a1dbe9d34f9fb18e2f485efda83019493,Fix minor typo in zlib.h comments [Rześniowiecki].,.h,0,<root>,<root>,86116,1372,89,89,5250,5250,154.12144675925927,0.28518252145958384,0.2741186306841934,0.7655391515286619,0.007288629737609329,0.010852445677816824
zlib,79baebe50e4d6b73ae1f8b603f0ef41300110aa3,gzguts.h,0e96d8e7c7079ab9f07cc7b57ae3ca9de8c80742,Avoid adding empty gzip member after gzflush with Z_FINISH.,.h,0,<root>,<root>,6796,168,40,0,362,0,2772.7375115740742,0.3661616476721822,0.37404355503237197,0.7917858042317092,0.15476190476190477,0.0
zlib,7af6320ad78b390de42f414fabdc64dc6d67a5ea,deflate.c,7b632b486a591aa28d3d98d0ed8aa2235ee34643,Fix a bug in ZLIB_DEBUG compiles in check_match().,.c,0,<root>,<root>,81498,1742,134,6,6045,599,4514.613449074074,0.3069040939511884,0.2389015681366414,0.6395649614825342,0.23708381171067738,0.05774288280357496
zlib,7fabcb53576aca08b8e25174eb7b0df7c585e4e0,trees.c,2d6d59e4728a45240c9d238adbeb33032e9eb19d,Fix bug in block type selection when Z_FIXED used.,.c,0,<root>,<root>,42915,927,50,4,2280,28,4041.5456828703705,0.2871757212720527,0.2682977979727368,0.6468383800558551,0.13592233009708737,0.00714623625566233
zlib,a0bf0f31d30088333aacf0b886d606c81a54bf21,inftrees.c,da64f1730c480ca97c755009c27e20e7bfd56c16,Avoid obfuscating use of default case in inftrees.c.,.c,0,<root>,<root>,13008,246,72,1,2202,18,1861.6206828703703,0.3539019254141005,0.329720172201722,0.7907545781251666,0.17479674796747968,0.0
zlib,a566e156b3fa07b566ddbf6801b517a9dba04fa3,gzguts.h,a88f727dbe9366ffdb63a13fc2c5f122f486cd61,Avoid compiler complaints if _TIME_BITS defined when building zlib.,.h,0,<root>,<root>,6796,169,43,1,383,18,4340.948842592593,0.3668195084349999,0.3738964096527369,0.794577651916604,0.15384615384615385,0.0
zlib,c376a417a724c21173f40765bd643388523b16f7,deflate.c,288f1080317b954b6bdca33708631c011549c008,Fix deflateEnd() to not report an error at start of raw deflate.,.c,0,<root>,<root>,79326,1785,115,25,5136,852,2224.938090277778,0.30093063008682125,0.2333030784358218,0.6347572006811782,0.2246498599439776,0.05660540381710923
zlib,c901a34c92c4aa74028f541a9773df726ce2b769,deflate.c,51a223def4382fdd0c9531ba77bd10724eae9f5f,Avoid uninitialized access by gzclose_w().,.c,0,<root>,<root>,71491,1616,86,2,4251,8,1418.025949074074,0.30171396997448496,0.23114797666839182,0.6382655167692483,0.2301980198019802,0.05038257379957507
zlib,d4eaa1d939f59822ba3ab0b56a547a8fcde33f7e,contrib/minizip/miniunz.c,da5937705d1656148b18348e57186aa0592a907d,Avoid unterminated file name in contrib/minizip/miniunz.c.,.c,2,contrib/minizip,contrib,18126,557,23,7,6069,88,4518.4160763888885,0.33186234910029266,0.268840339843319,0.7462591735360652,0.21364452423698385,0.0
zlib,eb90f6a56892d7f88df99e52300498d6780cacca,gzlib.c,0a2c92bc663f730a0edceeac1ecb579eda8ed551,Fix bug in 'F' mode for gzopen().,.c,0,<root>,<root>,16274,495,30,30,923,923,255.96145833333333,0.33710146785365724,0.27067715374216544,0.7355215904831562,0.24242424242424243,0.0
zlib,fd366384cf324d750596feb03be44ddf4d1e6acd,gzwrite.c,cab7352dc71048f130a7d4e0b7fd773909761133,Prevent the use of insecure functions without an explicit request.,.c,0,<root>,<root>,21571,496,55,5,1704,243,5231.608506944444,0.33858252095465513,0.21686523573316027,0.7407374243190833,0.3185483870967742,0.0
zlib,fee7c52428e9255b78e9cb0f7b7af91a54fe9cf6,gzread.c,2b250b88a4ec5c896183b08abca1b573de3251b3,Avoid Visual C warning in gzread.c.,.c,0,<root>,<root>,22681,494,49,8,1866,305,5231.608506944444,0.3496731267660002,0.26268683038666724,0.7423846983736044,0.29959514170040485,0.0
