repo,snapshot_tag,snapshot_date,event_id,event_observation_id,event_published,event_date_source,ground_truth_source,ground_truth_aliases,fixed_commit,commit_subject,case_file,control_file,changed_source_files_count,changed_source_files_sample,review_decision,review_notes,source_family,changed_source_files_full,changed_source_files_review_count,case_file_in_changed_files,multi_file_fix,commit_message_full,commit_mentions_event_id,message_has_security_signal,source_has_explicit_id,source_has_nvd_ref,source_has_osv_ref,source_has_osv_range,event_commit_review,file_review,overall_review
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2020-8231,curl:curl-7_61_1:CVE-2020-8231,2020-08-19T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2020-8231;CVE-2020-8231,3c9e021f86872baae412a427e807fbfa2f3e8a22,"Curl_easy: remember last connection by id, not by pointer",lib/connect.c,lib/cookie.c,5,lib/connect.c;lib/easy.c;lib/multi.c;lib/url.c;lib/urldata.h,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/connect.c;lib/easy.c;lib/multi.c;lib/url.c;lib/urldata.h,5,1,1,"Curl_easy: remember last connection by id, not by pointer

CVE-2020-8231

Bug: https://curl.haxx.se/docs/CVE-2020-8231.html

Reported-by: Marc Aldorasi
Closes #5824",1,1,1,0,0,1,accept,ambiguous,ambiguous
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2020-8285,curl:curl-7_73_0:CVE-2020-8285,2020-12-09T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2020-8285;CVE-2020-8285,69a358f2186e04cf44698b5100332cbf1ee7f01d,ftp: make wc_statemach loop instead of recurse,lib/ftp.c,lib/setopt.c,1,lib/ftp.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/ftp.c,1,1,0,"ftp: make wc_statemach loop instead of recurse

CVE-2020-8285

Fixes #6255
Bug: https://curl.se/docs/CVE-2020-8285.html
Reported-by: xnynx on github",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2020-8286,curl:curl-7_73_0:CVE-2020-8286,2020-12-09T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2020-8286;CVE-2020-8286,d9d01672785b8ac04aab1abb6de95fe3072ae199,openssl: make the OCSP verification verify the certificate id,lib/vtls/openssl.c,lib/vssh/libssh2.c,1,lib/vtls/openssl.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/vtls/openssl.c,1,1,0,"openssl: make the OCSP verification verify the certificate id

CVE-2020-8286

Reported by anonymous

Bug: https://curl.se/docs/CVE-2020-8286.html",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22876,curl:curl-7_73_0:CVE-2021-22876,2021-03-31T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2021-22876;CVE-2021-22876,7214288898f5625a6cc196e22a74232eada7861c,transfer: strip credentials from the auto-referer header field,lib/transfer.c,lib/mime.c,1,lib/transfer.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/transfer.c,1,1,0,"transfer: strip credentials from the auto-referer header field

Added test 2081 to verify.

CVE-2021-22876

Bug: https://curl.se/docs/CVE-2021-22876.html",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22890,curl:curl-7_73_0:CVE-2021-22890,2021-03-31T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2021-22890;CVE-2021-22890,b09c8ee15771c614c4bf3ddac893cdb12187c844,vtls: add 'isproxy' argument to Curl_ssl_get/addsessionid(),lib/vtls/bearssl.c,lib/vquic/quiche.c,10,lib/vtls/bearssl.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/mesalink.c;lib/vtls/openssl.c;lib/vtls/schannel.c;lib/vtls/sectransp.c;lib/vtls/vtls.c;lib/vtls/vtls.h;lib/vtls/wolfssl.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/vtls/bearssl.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/mesalink.c;lib/vtls/openssl.c;lib/vtls/schannel.c;lib/vtls/sectransp.c;lib/vtls/vtls.c;lib/vtls/vtls.h;lib/vtls/wolfssl.c,10,1,1,"vtls: add 'isproxy' argument to Curl_ssl_get/addsessionid()

To make sure we set and extract the correct session.

Reported-by: Mingtao Yang
Bug: https://curl.se/docs/CVE-2021-22890.html

CVE-2021-22890",1,1,1,0,0,1,accept,ambiguous,ambiguous
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22898,curl:curl-7_73_0:CVE-2021-22898,2021-05-26T08:00:00+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CURL-CVE-2021-22898;CVE-2021-22898,39ce47f219b09c380b81f89fe54ac586c8db6bde,telnet: check sscanf() for correct number of matches,lib/telnet.c,lib/tftp.c,1,lib/telnet.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_reference_plus_range,lib/telnet.c,1,1,0,"telnet: check sscanf() for correct number of matches

CVE-2021-22898

Bug: https://curl.se/docs/CVE-2021-22898.html",1,1,1,1,1,1,accept,accept,accept
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22901,curl:curl-7_73_0:CVE-2021-22901,2021-05-26T08:00:00+00:00,nvd_published+osv_published,explicit_id+nvd_ref+osv_range+osv_ref,CURL-CVE-2021-22901;CVE-2021-22901,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,openssl: associate/detach the transfer from connection,lib/multi.c,lib/connect.c,13,lib/multi.c;lib/vtls/gskit.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/mesalink.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/rustls.c;lib/vtls/schannel.c;lib/vtls/sectransp.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_reference_plus_range,lib/multi.c;lib/vtls/gskit.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/mesalink.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/rustls.c;lib/vtls/schannel.c;lib/vtls/sectransp.c;lib/vtls/vtls.c;lib/vtls/vtls.h;lib/vtls/wolfssl.c,13,1,1,"openssl: associate/detach the transfer from connection

CVE-2021-22901

Bug: https://curl.se/docs/CVE-2021-22901.html",1,1,1,1,1,1,accept,ambiguous,ambiguous
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22922,curl:curl-7_73_0:CVE-2021-22922,2021-07-21T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2021-22922;CVE-2021-22922,265b14d6b37c4298bd5556fabcbc37d36f911693,metalink: remove,src/tool_cfgable.h,lib/curl_sspi.h,8,src/tool_cfgable.h;src/tool_getparam.c;src/tool_help.c;src/tool_main.c;src/tool_operate.c;src/tool_operate.h;src/tool_operhlp.c;src/tool_sdecls.h,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,src/tool_cfgable.h;src/tool_getparam.c;src/tool_help.c;src/tool_main.c;src/tool_operate.c;src/tool_operate.h;src/tool_operhlp.c;src/tool_sdecls.h,8,1,1,"metalink: remove

Warning: this will make existing curl command lines that use metalink to
stop working.

Reasons for removal:

1. We've found several security problems and issues involving the
   metalink support in curl. The issues are not detailed here. When
   working on those, it become apparent to the team that several of the
   problems are due to the system design, metalink library API and what
   the metalink RFC says. They are very hard to fix on the curl side
   only.

2. The metalink usage with curl was only very briefly documented and was
   not following the ""normal"" curl usage pattern in several ways, making
   it surprising and non-intuitive which could lead to further security
   issues.

3. The metalink library was last updated 6 years ago and wasn't so
   active the years before that either. An unmaintained library means
   there's a security problem waiting to happen. This is probably reason
   enough.

4. Metalink requires an XML parsing library, which is complex code (even
   the smaller alternatives) and to this day often gets security
   updates.

5. Metalink is not a widely used curl feature. In the 2020 curl user
   survey, only 1.4% of the responders said that they'd are using it. In
   2021 that number was 1.2%. Searching the web also show very few
   traces of it being used, even with other tools.

6. The torrent format and associated technology clearly won for
   downloading large files from multiple sources in parallel.

Cloes #7176",0,1,0,0,0,1,ambiguous,ambiguous,ambiguous
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22924,curl:curl-7_73_0:CVE-2021-22924,2021-07-21T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2021-22924;CVE-2021-22924,5ea3145850ebff1dc2b13d17440300a01ca38161,vtls: fix connection reuse checks for issuer cert and case sensitivity,lib/urldata.h,lib/config-vxworks.h,6,lib/url.c;lib/urldata.h;lib/vtls/gtls.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/vtls.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/url.c;lib/urldata.h;lib/vtls/gtls.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/vtls.c,6,1,1,"vtls: fix connection reuse checks for issuer cert and case sensitivity

CVE-2021-22924

Reported-by: Harry Sintonen
Bug: https://curl.se/docs/CVE-2021-22924.html",1,1,1,0,0,1,accept,ambiguous,ambiguous
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22945,curl:curl-7_73_0:CVE-2021-22945,2021-09-15T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2021-22945;CVE-2021-22945,43157490a5054bd24256fe12876931e8abc9df49,mqtt: clear the leftovers pointer when sending succeeds,lib/mqtt.c,lib/parsedate.c,1,lib/mqtt.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/mqtt.c,1,1,0,"mqtt: clear the leftovers pointer when sending succeeds

CVE-2021-22945

Bug: https://curl.se/docs/CVE-2021-22945.html",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22946,curl:curl-7_73_0:CVE-2021-22946,2021-09-15T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2021-22946;CVE-2021-22946,364f174724ef115c63d5e5dc1d3342c8a43b1cca,"ftp,imap,pop3: do not ignore --ssl-reqd",lib/imap.c,lib/hostip.c,3,lib/ftp.c;lib/imap.c;lib/pop3.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/ftp.c;lib/imap.c;lib/pop3.c,3,1,1,"ftp,imap,pop3: do not ignore --ssl-reqd

In imap and pop3, check if TLS is required even when capabilities
request has failed.

In ftp, ignore preauthentication (230 status of server greeting) if TLS
is required.

Bug: https://curl.se/docs/CVE-2021-22946.html

CVE-2021-22946",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27775,curl:curl-7_73_0:CVE-2022-27775,2022-04-27T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-27775;CVE-2022-27775,058f98dc3fe595f21dc26a5b9b1699e519ba5705,"conncache: include the zone id in the ""bundle"" hashkey",lib/conncache.c,lib/getinfo.c,1,lib/conncache.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/conncache.c,1,1,0,"conncache: include the zone id in the ""bundle"" hashkey

Make connections to two separate IPv6 zone ids create separate
connections.

Reported-by: Harry Sintonen
Bug: https://curl.se/docs/CVE-2022-27775.html
Closes #8747",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27776,curl:curl-7_73_0:CVE-2022-27776,2022-04-27T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-27776;CVE-2022-27776,6e659993952aa5f90f48864be84a1bbb047fc258,http: avoid auth/cookie on redirects same host diff port,lib/http.c,lib/formdata.c,2,lib/http.c;lib/urldata.h,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/http.c;lib/urldata.h,2,1,1,"http: avoid auth/cookie on redirects same host diff port

CVE-2022-27776

Reported-by: Harry Sintonen
Bug: https://curl.se/docs/CVE-2022-27776.html
Closes #8749",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27780,curl:curl-7_73_0:CVE-2022-27780,2022-05-11T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-27780;CVE-2022-27780,914aaab9153764ef8fa4178215b8ad89d3ac263a,urlapi: reject percent-decoding host name into separator bytes,lib/urlapi.c,lib/smb.c,1,lib/urlapi.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/urlapi.c,1,1,0,"urlapi: reject percent-decoding host name into separator bytes

CVE-2022-27780

Reported-by: Axel Chong
Bug: https://curl.se/docs/CVE-2022-27780.html
Closes #8826",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27782,curl:curl-7_73_0:CVE-2022-27782,2022-05-11T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-27782;CVE-2022-27782,1645e9b44505abd5cbaf65da5282c3f33b5924a5,url: check SSH config match on connection reuse,lib/vssh/ssh.h,packages/vms/curlmsg.h,2,lib/url.c;lib/vssh/ssh.h,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/url.c;lib/vssh/ssh.h,2,1,1,"url: check SSH config match on connection reuse

CVE-2022-27782

Reported-by: Harry Sintonen
Bug: https://curl.se/docs/CVE-2022-27782.html
Closes #8825",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-32208,curl:curl-7_73_0:CVE-2022-32208,2022-06-27T08:00:00+00:00,osv_published,explicit_id+osv_range,CURL-CVE-2022-32208;CVE-2022-32208,6ecdf5136b52af747e7bda08db9a748256b1cd09,krb5: return error properly on decode errors,lib/krb5.c,src/tool_setopt.c,1,lib/krb5.c,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,lib/krb5.c,1,1,0,"krb5: return error properly on decode errors

Bug: https://curl.se/docs/CVE-2022-32208.html
CVE-2022-32208
Reported-by: Harry Sintonen
Closes #9051",1,1,1,0,0,1,accept,accept,accept
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,OSV-2017-79,curl:curl-7_73_0:OSV-2017-79,2021-01-13T21:57:35+00:00,osv_published,osv_range,OSV-2017-79,ab6eb2ec0744074004980d0f98677e52b215941f,http_chunks: remove Curl_ prefix from static functions,lib/http_chunks.c,src/tool_parsecfg.c,1,lib/http_chunks.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/http_chunks.c,1,1,0,http_chunks: remove Curl_ prefix from static functions,0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-11053,curl:curl-8_6_0:CVE-2024-11053,2024-12-11T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-11053;CVE-2024-11053,e9b9bbac22c26cf67316fa8e6c6b9e831af31949,netrc: address several netrc parser flaws,lib/netrc.c,lib/http1.c,2,lib/netrc.c;lib/url.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/netrc.c;lib/url.c,2,1,1,"netrc: address several netrc parser flaws

- make sure that a match that returns a username also returns a
  password, that should be blank if no password is found

- fix handling of multiple logins for same host where the password/login
  order might be reversed.

- reject credentials provided in the .netrc if they contain ASCII control
  codes - if the used protocol does not support such (like HTTP and WS do)

Reported-by: Harry Sintonen

Add test 478, 479 and 480 to verify. Updated unit 1304.

Closes #15586",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-2398,curl:curl-8_6_0:CVE-2024-2398,2024-03-27T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-2398;CVE-2024-2398,deca8039991886a559b67bcd6701db800a5cf764,http2: push headers better cleanup,lib/http2.c,src/tool_operate.c,1,lib/http2.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/http2.c,1,1,0,"http2: push headers better cleanup

- provide common cleanup method for push headers

Closes #13054",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-2466,curl:curl-8_6_0:CVE-2024-2466,2024-03-27T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-2466;CVE-2024-2466,3d0fd382a29b95561b90b7ea3e7eb04dfdd43538,mbedtls: fix pytest for newer versions,lib/vtls/mbedtls.c,lib/vtls/bearssl.c,1,lib/vtls/mbedtls.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/vtls/mbedtls.c,1,1,0,"mbedtls: fix pytest for newer versions

Fix the expectations in pytest for newer versions of mbedtls

Closes #13132",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-6874,curl:curl-8_6_0:CVE-2024-6874,2024-07-24T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-6874;CVE-2024-6874,686d54baf1df6e0775898f484d1670742898b3b2,idn: tweak buffer use when converting with macidn,lib/idn.c,lib/splay.c,1,lib/idn.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/idn.c,1,1,0,"idn: tweak buffer use when converting with macidn

Closes #14215",0,1,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-7264,curl:curl-8_6_0:CVE-2024-7264,2024-07-31T08:00:00+00:00,osv_published,osv_range+osv_ref,CURL-CVE-2024-7264;CVE-2024-7264,27959ecce75cdb2809c0bdb3286e60e08fadb519,x509asn1: unittests and fixes for gtime2str,lib/vtls/x509asn1.h,include/curl/header.h,2,lib/vtls/x509asn1.c;lib/vtls/x509asn1.h,,Advisory record resolves to an explicit fixing commit reference.,reference_plus_range,lib/vtls/x509asn1.c;lib/vtls/x509asn1.h,2,1,1,"x509asn1: unittests and fixes for gtime2str

Fix issues in GTime2str() and add unit test cases to verify correct
behaviour.

Follow-up to 3c914bc6801

Closes #14316",0,0,0,0,1,1,accept,accept,accept
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-8096,curl:curl-8_6_0:CVE-2024-8096,2024-09-11T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-8096;CVE-2024-8096,aeb1a281cab13c7ba791cb104e556b20e713941f,gtls: fix OCSP stapling management,lib/vtls/gtls.c,lib/vquic/curl_quiche.c,1,lib/vtls/gtls.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/vtls/gtls.c,1,1,0,"gtls: fix OCSP stapling management

Reported-by: Hiroki Kurosawa
Closes #14642",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2024-9681,curl:curl-8_6_0:CVE-2024-9681,2024-11-05T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2024-9681;CVE-2024-9681,a94973805df96269bf3f3bf0a20ccb9887313316,hsts: improve subdomain handling,lib/hsts.c,lib/cf-https-connect.c,1,lib/hsts.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/hsts.c,1,1,0,"hsts: improve subdomain handling

- on load, only replace existing HSTS entries if there is a full host
  match

- on matching, prefer a full host match and secondary the longest tail
  subdomain match

Closes #15210",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-0725,curl:curl-8_6_0:CVE-2025-0725,2025-02-05T08:00:00+00:00,nvd_published+osv_published,nvd_ref+osv_range+osv_ref,CURL-CVE-2025-0725;CVE-2025-0725,76f83f0db23846e254d940ec7,content_encoding: drop support for zlib before 1.2.0.4,lib/content_encoding.c,lib/asyn-ares.c,1,lib/content_encoding.c,,Advisory record resolves to an explicit fixing commit reference.,reference_plus_range,lib/content_encoding.c,1,1,0,"content_encoding: drop support for zlib before 1.2.0.4

zlib 1.2.0.4 was released on 10 August 2003

Closes #16079",0,0,0,1,1,1,accept,accept,accept
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-14017,curl:curl-8_6_0:CVE-2025-14017,2026-01-07T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2025-14017;CVE-2025-14017,39d1976b7f709a516e3243338ebc0443bdd8d56d,ldap: call ldap_init() before setting the options,lib/ldap.c,lib/doh.c,1,lib/ldap.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/ldap.c,1,1,0,"ldap: call ldap_init() before setting the options

Closes #19830",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-14819,curl:curl-8_6_0:CVE-2025-14819,2026-01-07T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2025-14819;CVE-2025-14819,cd046f6c93b39d673a58c18648d8906e954c4f5d,openssl: toggling CURLSSLOPT_NO_PARTIALCHAIN makes a different CA cache,lib/vtls/openssl.c,lib/vquic/curl_ngtcp2.c,1,lib/vtls/openssl.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/vtls/openssl.c,1,1,0,"openssl: toggling CURLSSLOPT_NO_PARTIALCHAIN makes a different CA cache

Reported-by: Stanislav Fort

Closes #20009",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-15079,curl:curl-8_6_0:CVE-2025-15079,2026-01-07T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2025-15079;CVE-2025-15079,adca486c125d9a6d9565b9607a19dce803a8b479,libssh: set both knownhosts options to the same file,lib/vssh/libssh.c,lib/vtls/schannel.c,1,lib/vssh/libssh.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/vssh/libssh.c,1,1,0,"libssh: set both knownhosts options to the same file

Reported-by: Harry Sintonen

Closes #20092",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-5025,curl:curl-8_6_0:CVE-2025-5025,2025-05-28T07:15:24+00:00,osv_published,osv_range,CURL-CVE-2025-5025;CVE-2025-5025,e1f65937a96a451292e9231339672797da86ecc5,pytest: add pinnedpubkey test cases,lib/vtls/wolfssl.c,lib/vtls/vtls.c,3,lib/vquic/vquic-tls.c;lib/vtls/wolfssl.c;lib/vtls/wolfssl.h,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/vquic/vquic-tls.c;lib/vtls/wolfssl.c;lib/vtls/wolfssl.h,3,1,1,"pytest: add pinnedpubkey test cases

Add positive/negative test cases in pytest for pinned public keys.

Closes #17412",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-5399,curl:curl-8_6_0:CVE-2025-5399,2025-06-04T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2025-5399;CVE-2025-5399,d1145df24de8f80e6b167fbc4f28b86bcd0c6832,ws: handle blocked sends better,lib/ws.c,lib/socks.c,1,lib/ws.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/ws.c,1,1,0,"ws: handle blocked sends better

Closes #17496",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,CVE-2025-9086,curl:curl-8_6_0:CVE-2025-9086,2025-09-10T08:00:00+00:00,osv_published,osv_range,CURL-CVE-2025-9086;CVE-2025-9086,c6ae07c6a541e0e96d0040afb62b45dd37711300,cookie: don't treat the leading slash as trailing,lib/cookie.c,lib/cf-h2-proxy.c,1,lib/cookie.c,,Advisory record resolves the event to a fixing commit via an affected range.,range_only,lib/cookie.c,1,1,0,"cookie: don't treat the leading slash as trailing

If there is only a leading slash in the path, keep that. Also add an
assert to make sure the path is never blank.

Reported-by: Google Big Sleep
Closes #18266",0,0,0,0,0,1,ambiguous,accept,ambiguous
curl,curl-8_6_0,2024-01-31T07:03:52+00:00,OSV-2025-657,curl:curl-8_6_0:OSV-2025-657,2025-08-20T00:12:09+00:00,osv_published,osv_range,OSV-2025-657,c294d0abc5b62b8068af391576be87b821d2ff8b,libssh2: fix sftp_statemachine busyloop when *block=true,lib/vssh/libssh2.c,lib/vtls/sectransp.c,1,lib/vssh/libssh2.c,,"OSV-only event with a plausible denial-of-service style fix, but the commit message does not explicitly indicate a security context.",range_only,lib/vssh/libssh2.c,1,1,0,"libssh2: fix sftp_statemachine busyloop when *block=true

Closes #18311",0,0,0,0,0,1,ambiguous,accept,ambiguous
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-41989,django-django:4.2.4:CVE-2024-41989,2024-08-07T15:15:56+00:00,osv_published,explicit_id+osv_range,BIT-DJANGO-2024-41989;CVE-2024-41989;GHSA-JH75-99HH-QVX9;PYSEC-2024-67,fc76660f589ac07e45e9cd34ccb8087aeb11904b,[4.2.x] Fixed CVE-2024-41989 -- Prevented excessive memory consumption in floatformat.,django/template/defaultfilters.py,django/http/multipartparser.py,1,django/template/defaultfilters.py,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,django/template/defaultfilters.py,1,1,0,"[4.2.x] Fixed CVE-2024-41989 -- Prevented excessive memory consumption in floatformat.

Thanks Elias Myllymäki for the report.

Co-authored-by: Shai Berger <shai@platonix.com>",1,1,1,0,0,1,accept,accept,accept
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-41990,django-django:4.2.4:CVE-2024-41990,2024-08-07T15:15:56+00:00,osv_published,explicit_id+osv_range,BIT-DJANGO-2024-41990;CVE-2024-41990;GHSA-795C-9XPC-XW6G;PYSEC-2024-68,d0a82e26a74940bf0c78204933c3bdd6a283eb88,[4.2.x] Fixed CVE-2024-41990 -- Mitigated potential DoS in urlize and urlizetrunc template filters.,django/utils/html.py,django/utils/text.py,1,django/utils/html.py,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,django/utils/html.py,1,1,0,"[4.2.x] Fixed CVE-2024-41990 -- Mitigated potential DoS in urlize and urlizetrunc template filters.

Thanks to MProgrammer for the report.",1,1,1,0,0,1,accept,accept,accept
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-42005,django-django:4.2.4:CVE-2024-42005,2024-08-07T15:15:56+00:00,osv_published,explicit_id+osv_range,BIT-DJANGO-2024-42005;CVE-2024-42005;GHSA-PV4P-CWWG-4RPH;PYSEC-2024-70,f4af67b9b41e0f4c117a8741da3abbd1c869ab28,[4.2.x] Fixed CVE-2024-42005 -- Mitigated QuerySet.values() SQL injection attacks against JSON fields.,django/db/models/sql/query.py,django/db/models/fields/__init__.py,1,django/db/models/sql/query.py,,Commit message or body links the fix explicitly to a vulnerability identifier.,explicit_plus_range,django/db/models/sql/query.py,1,1,0,"[4.2.x] Fixed CVE-2024-42005 -- Mitigated QuerySet.values() SQL injection attacks against JSON fields.

Thanks Eyal (eyalgabay) for the report.",1,1,1,0,0,1,accept,accept,accept
